publishers,subtitle,source_records,title,notes.value,number_of_pages,isbn_13,covers,created.value,physical_format,full_title,isbn_10,latest_revision,key,last_modified.value,publish_date,revision,identifiers.librarything,languages.key,first_sentence.value,series,lc_classifications,genres,subjects,publish_country,by_statement,oclc_numbers,publish_places,pagination,dewey_decimal_class,lccn,contributions,edition_name,identifiers.goodreads,weight,physical_dimensions,ocaid,description.value,identifiers.amazon,ia_box_id,id,notes,subject_place,ia_loaded_id,local_id,links.url,links.title,copyright_date,uri_descriptions,uris,url,translated_from.key,contributors.role,contributors.name,translation_of,work_title,other_titles,identifiers.overdrive,oclc_number,subject_time,table_of_contents.level,table_of_contents.label,table_of_contents.pagenum,table_of_contents.title,work_titles,location,description
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 6. Designing the universal dwelling,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 7. Electricity for everyone,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913138,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913305,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913312,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913316,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913324,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913329,,2008-10-31T14:53:09.280326,,,1585913405,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913138,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
It's About Time,an inquiry approach to physics,,Active physics,,798.0,9781585913404,,2008-10-31T14:53:09.280326,,,1585913308,5.0,OL21053483M,2017-10-07T23:04:42.808735,2005,5,,eng,,,,,Physics -- Study and teaching (Secondary),nyu,Arthur Eisenkraft.,,"Armonk, NY","xvi, 798 p. :",,,It's About Time (Firm),,2694943,,,,,,,,,,,,,,,,,,,,,,,Active physics coreselect,,69925394,,0.0,,,ch. 8. Toys for understanding,,,
